table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,numeric_precision,numeric_scale
cerPhTot,totTlam,9,,YES,smallint,,16.0,0.0
cerPhTot,totXola,10,,YES,smallint,,16.0,0.0
cerPhTot,totMete,11,,YES,smallint,,16.0,0.0
cerPhTot,totOxto,12,,YES,smallint,,16.0,0.0
cerPhTot,totXome,13,,YES,smallint,,16.0,0.0
cerPhTot,totMaza,14,,YES,smallint,,16.0,0.0
cerPhTot,totAzte,15,,YES,smallint,,16.0,0.0
cerVessel,SSN,1,,NO,smallint,,16.0,0.0
cerVessel,ollaTot,2,,YES,smallint,,16.0,0.0
cerVessel,ollaPatl,3,,YES,smallint,,16.0,0.0
cerVessel,ollaWedge,4,,YES,smallint,,16.0,0.0
cerVessel,ollaMicc,5,,YES,smallint,,16.0,0.0
cerVessel,ollaTlam,6,,YES,smallint,,16.0,0.0
cerVessel,ollaXola,7,,YES,smallint,,16.0,0.0
cerVessel,ollaMete,8,,YES,smallint,,16.0,0.0
cerVessel,comalTot,9,,YES,smallint,,16.0,0.0
cerVessel,comalPatl,10,,YES,smallint,,16.0,0.0
cerVessel,comalTzac,11,,YES,smallint,,16.0,0.0
cerVessel,comalMicc,12,,YES,smallint,,16.0,0.0
cerVessel,comalTlam,13,,YES,smallint,,16.0,0.0
cerVessel,comalXola,14,,YES,smallint,,16.0,0.0
cerVessel,comalMete,15,,YES,smallint,,16.0,0.0
cerVessel,comalOxto,16,,YES,smallint,,16.0,0.0
cerVessel,comalPOxt,17,,YES,smallint,,16.0,0.0
cerVessel,censerTot,18,,YES,smallint,,16.0,0.0
cerVessel,censerPPat,19,,YES,smallint,,16.0,0.0
cerVessel,censerPatl,20,,YES,smallint,,16.0,0.0
cerVessel,censerTzac,21,,YES,smallint,,16.0,0.0
cerVessel,censerMicc,22,,YES,smallint,,16.0,0.0
cerVessel,censerTlam,23,,YES,smallint,,16.0,0.0
cerVessel,censerXola,24,,YES,smallint,,16.0,0.0
cerVessel,censerMete,25,,YES,smallint,,16.0,0.0
cerVessel,censerOxto,26,,YES,smallint,,16.0,0.0
cerVessel,censerXome,27,,YES,smallint,,16.0,0.0
cerVessel,censerMaza,28,,YES,smallint,,16.0,0.0
cerVessel,censerAzte,29,,YES,smallint,,16.0,0.0
cerVessel,nubbinTot,30,,YES,smallint,,16.0,0.0
cerVessel,nubbinPatl,31,,YES,smallint,,16.0,0.0
cerVessel,nubbinApet,32,,YES,smallint,,16.0,0.0
cerVessel,nubbinInset,33,,YES,smallint,,16.0,0.0
cerVessel,nubbinFlush,34,,YES,smallint,,16.0,0.0
cerVessel,nubbinAtoy,35,,YES,smallint,,16.0,0.0
cerVessel,nubbinXola,36,,YES,smallint,,16.0,0.0
cerVessel,nubbinMete,37,,YES,smallint,,16.0,0.0
cerVessel,toTot,38,,YES,smallint,,16.0,0.0
cerVessel,toRegular,39,,YES,smallint,,16.0,0.0
cerVessel,toCoarse,40,,YES,smallint,,16.0,0.0
cerVessel,smoTot,41,,YES,smallint,,16.0,0.0
cerVessel,smoTlam,42,,YES,smallint,,16.0,0.0
cerVessel,smoXola,43,,YES,smallint,,16.0,0.0
cerVessel,smoMete,44,,YES,smallint,,16.0,0.0
cerVessel,shrdStamped,45,,YES,smallint,,16.0,0.0
cerVessel,shrdPlanoR,46,,YES,smallint,,16.0,0.0
cerVessel,shrdStucco,47,,YES,smallint,,16.0,0.0
cerVessel,shrdIncised,48,,YES,smallint,,16.0,0.0
cerVessel,foreignTot,49,,YES,smallint,,16.0,0.0
cerVessel,mayaLow,50,,YES,smallint,,16.0,0.0
cerVessel,mayaHigh,51,,YES,smallint,,16.0,0.0
cerVessel,huastec,52,,YES,smallint,,16.0,0.0
cerVessel,tajin,53,,YES,smallint,,16.0,0.0
cerVessel,gulfCoast,54,,YES,smallint,,16.0,0.0
cerVessel,monteAlban,55,,YES,smallint,,16.0,0.0
cerVessel,oaxaca,56,,YES,smallint,,16.0,0.0
cerVessel,foreignOther,57,,YES,smallint,,16.0,0.0
cerVessel,adornos,58,,YES,smallint,,16.0,0.0
cerVessel,minatures,59,,YES,smallint,,16.0,0.0
cerVessel,copas,60,,YES,smallint,,16.0,0.0
cerVessel,matteWare,61,,YES,smallint,,16.0,0.0
cerVessel,granTot,62,,YES,smallint,,16.0,0.0
cerVessel,granPMic,63,,YES,smallint,,16.0,0.0
cerVessel,granMicc,64,,YES,smallint,,16.0,0.0
cerVessel,granTlam,65,,YES,smallint,,16.0,0.0
cerVessel,granXola,66,,YES,smallint,,16.0,0.0
cerVessel,granMete,67,,YES,smallint,,16.0,0.0
cerVessel,burner3P,68,,YES,smallint,,16.0,0.0
cerVessel,coverHandled,69,,YES,smallint,,16.0,0.0
complexData,SSN,1,,NO,smallint,,16.0,0.0
complexData,complexUnit,2,,YES,text,,,
complexData,complexNum,3,,YES,smallint,,16.0,0.0
complexData,archInt1PaTz,4,,YES,smallint,,16.0,0.0
complexData,archInt1McTl,5,,YES,smallint,,16.0,0.0
complexData,archInt1XlMt,6,,YES,smallint,,16.0,0.0
complexData,archInt2PaTz,7,,YES,smallint,,16.0,0.0
complexData,archInt2McTl,8,,YES,smallint,,16.0,0.0
complexData,archInt2XlMt,9,,YES,smallint,,16.0,0.0
complexData,funcIntPaTz,10,,YES,smallint,,16.0,0.0
complexData,funcIntMcTl,11,,YES,smallint,,16.0,0.0
complexData,funcIntXlMt,12,,YES,smallint,,16.0,0.0
complexData,funcResPaTz,13,,YES,smallint,,16.0,0.0
complexData,funcResMcTl,14,,YES,smallint,,16.0,0.0
complexData,funcResXlMt,15,,YES,smallint,,16.0,0.0
complexData,funcTmpPaTz,16,,YES,smallint,,16.0,0.0
complexData,funcTmpMcTl,17,,YES,smallint,,16.0,0.0
complexData,funcTmpXlMt,18,,YES,smallint,,16.0,0.0
complexData,funcCivPaTz,19,,YES,smallint,,16.0,0.0
complexData,funcCivMcTl,20,,YES,smallint,,16.0,0.0
complexData,funcCivXlMt,21,,YES,smallint,,16.0,0.0
complexData,funcOthXlMt,22,,YES,smallint,,16.0,0.0
complexMacroData,SSN,1,,NO,smallint,,16.0,0.0
complexMacroData,macroComplexUnit,2,,YES,text,,,
complexMacroData,macroComplexNum,3,,YES,smallint,,16.0,0.0
complexMacroData,presPaTz,4,,YES,smallint,,16.0,0.0
complexMacroData,presMcTl,5,,YES,smallint,,16.0,0.0
complexMacroData,presXlMt,6,,YES,smallint,,16.0,0.0
complexMacroData,funcIntPaTz,7,,YES,smallint,,16.0,0.0
complexMacroData,funcIntMcTl,8,,YES,smallint,,16.0,0.0
complexMacroData,funcIntXlMt,9,,YES,smallint,,16.0,0.0
condition,SSN,1,,NO,smallint,,16.0,0.0
condition,milpa,2,,YES,smallint,,16.0,0.0
condition,barley,3,,YES,smallint,,16.0,0.0
condition,beans,4,,YES,smallint,,16.0,0.0
condition,alfalfaCut,5,,YES,smallint,,16.0,0.0
condition,alfalfaUncut,6,,YES,smallint,,16.0,0.0
condition,nopales,7,,YES,smallint,,16.0,0.0
condition,magueys,8,,YES,smallint,,16.0,0.0
condition,fallow,9,,YES,smallint,,16.0,0.0
condition,uncultivate,10,,YES,smallint,,16.0,0.0
condition,cropWater,11,,YES,smallint,,16.0,0.0
condition,plowing,12,,YES,smallint,,16.0,0.0
condition,pitCultivate,13,,YES,smallint,,16.0,0.0
condition,pitLoot,14,,YES,smallint,,16.0,0.0
condition,pitMisc,15,,YES,smallint,,16.0,0.0
condition,archaeoExcRest,16,,YES,smallint,,16.0,0.0
condition,quarrying,17,,YES,smallint,,16.0,0.0
condition,stoneClearing,18,,YES,smallint,,16.0,0.0
condition,landLeveling,19,,YES,smallint,,16.0,0.0
condition,terracing,20,,YES,smallint,,16.0,0.0
condition,ditching,21,,YES,smallint,,16.0,0.0
condition,roadOrRail,22,,YES,smallint,,16.0,0.0
condition,recentWall,23,,YES,smallint,,16.0,0.0
condition,stoneRows,24,,YES,smallint,,16.0,0.0
condition,recentBuild,25,,YES,smallint,,16.0,0.0
condition,dam,26,,YES,smallint,,16.0,0.0
condition,jaguey,27,,YES,smallint,,16.0,0.0
condition,erosion,28,,YES,smallint,,16.0,0.0
condition,silting,29,,YES,smallint,,16.0,0.0
condition,siteAlteration,30,,YES,smallint,,16.0,0.0
description,SSN,1,,NO,smallint,,16.0,0.0
description,midden,2,,YES,smallint,,16.0,0.0
description,burials,3,,YES,smallint,,16.0,0.0
description,height,4,,YES,smallint,,16.0,0.0
description,slope,5,,YES,smallint,,16.0,0.0
description,areaSite,6,,YES,smallint,,16.0,0.0
description,areaStruct,7,,YES,smallint,,16.0,0.0
description,lastBuildPhase,8,,YES,smallint,,16.0,0.0
description,ceramicAbundance,9,,YES,smallint,,16.0,0.0
description,intrusiveSherd,10,,YES,smallint,,16.0,0.0
fieldWorkers,SSN,1,,NO,smallint,,16.0,0.0
fieldWorkers,personnelCode,2,,NO,smallint,,16.0,0.0
labAnalysts,SSN,1,,NO,smallint,,16.0,0.0
labAnalysts,personnelCode,2,,NO,smallint,,16.0,0.0
lithicFlaked,SSN,1,,NO,smallint,,16.0,0.0
lithicFlaked,obsidianTot,2,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianBlades,3,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianWaste,4,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianScrapers,5,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianPoints,6,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianCores,7,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianKnives,8,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianEccentrics,9,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianMagueyS,10,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianUtFlake,11,,YES,smallint,,16.0,0.0
lithicFlaked,obsidianNodules,12,,YES,smallint,,16.0,0.0
lithicFlaked,basaltTot,13,,YES,smallint,,16.0,0.0
lithicFlaked,basaltTools,14,,YES,smallint,,16.0,0.0
lithicFlaked,chert,15,,YES,smallint,,16.0,0.0
lithicFlaked,quartz,16,,YES,smallint,,16.0,0.0
lithicGround,SSN,1,,NO,smallint,,16.0,0.0
lithicGround,manos,2,,YES,smallint,,16.0,0.0
lithicGround,metates,3,,YES,smallint,,16.0,0.0
lithicGround,mortars,4,,YES,smallint,,16.0,0.0
lithicGround,pestles,5,,YES,smallint,,16.0,0.0
lithicGround,plasterSmoothers,6,,YES,smallint,,16.0,0.0
lithicGround,plumbBobs,7,,YES,smallint,,16.0,0.0
lithicGround,wallFixtures,8,,YES,smallint,,16.0,0.0
lithicGround,fireGods,9,,YES,smallint,,16.0,0.0
lithicGround,sculptureFrags,10,,YES,smallint,,16.0,0.0
lithicGround,hammerStones,11,,YES,smallint,,16.0,0.0
lithicGround,slingStones,12,,YES,smallint,,16.0,0.0
lithicGround,smoothStones,13,,YES,smallint,,16.0,0.0
lithicGround,whetStones,14,,YES,smallint,,16.0,0.0
lithicGround,palettes,15,,YES,smallint,,16.0,0.0
lithicGround,celts,16,,YES,smallint,,16.0,0.0
lithicGround,lajasReworked,17,,YES,smallint,,16.0,0.0
lithicGround,anvils,18,,YES,smallint,,16.0,0.0
lithicGround,drains,19,,YES,smallint,,16.0,0.0
lithicGround,drainCovers,20,,YES,smallint,,16.0,0.0
lithicGround,groundstoneOther,21,,YES,smallint,,16.0,0.0
lithicGround,slateTot,22,,YES,smallint,,16.0,0.0
lithicGround,slatePainted,23,,YES,smallint,,16.0,0.0
lithicGround,alabaster,24,,YES,smallint,,16.0,0.0
lithicGround,serpentine,25,,YES,smallint,,16.0,0.0
lithicGround,jade,26,,YES,smallint,,16.0,0.0
location,SSN,1,,NO,smallint,,16.0,0.0
location,site,2,,YES,text,,,
location,subsite,3,,YES,text,,,
location,unit,4,,YES,text,,,
location,northing,5,,YES,smallint,,16.0,0.0
location,easting,6,,YES,smallint,,16.0,0.0
workshop,SSN,1,,NO,smallint,,16.0,0.0
workshop,groundstoneField,2,,YES,smallint,,16.0,0.0
workshop,obsidianField,3,,YES,smallint,,16.0,0.0
workshop,ceramicField,4,,YES,smallint,,16.0,0.0
workshop,obsidianSpencePhase1,5,,YES,smallint,,16.0,0.0
workshop,obsidianSpencePhase2,6,,YES,smallint,,16.0,0.0
workshop,ceramicKrotser,7,,YES,smallint,,16.0,0.0
workshop,figurineConcBarbour,8,,YES,smallint,,16.0,0.0
