table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,numeric_precision,numeric_scale
v206,mctlcxfn,4,,YES,smallint,,16.0,0.0
v206,xlmecxfn,5,,YES,smallint,,16.0,0.0
v206,pttzrsfn,6,,YES,smallint,,16.0,0.0
v206,mctlrsfn,7,,YES,smallint,,16.0,0.0
v206,xlmersfn,8,,YES,smallint,,16.0,0.0
v206,pttztmfn,9,,YES,smallint,,16.0,0.0
v206,mctltmfn,10,,YES,smallint,,16.0,0.0
v206,xlmetmfn,11,,YES,smallint,,16.0,0.0
v206,pttzcvfn,12,,YES,smallint,,16.0,0.0
v206,mctlcvfn,13,,YES,smallint,,16.0,0.0
v207,ssn,1,,NO,smallint,,16.0,0.0
v207,xlmecvfn,2,,YES,smallint,,16.0,0.0
v207,xlmeotfn,3,,YES,smallint,,16.0,0.0
v207,cxunitn,4,,YES,smallint,,16.0,0.0
v207,mcxunitn,5,,YES,smallint,,16.0,0.0
v207,pttzmcx,6,,YES,smallint,,16.0,0.0
v207,mctlmcx,7,,YES,smallint,,16.0,0.0
v207,xlmemcx,8,,YES,smallint,,16.0,0.0
v207,pttzmxfn,9,,YES,smallint,,16.0,0.0
v207,tlxlmxfn,10,,YES,smallint,,16.0,0.0
v207,xlmemxfn,11,,YES,smallint,,16.0,0.0
v207,nhoodchr,12,,YES,smallint,,16.0,0.0
v207,frstndwl,13,,YES,smallint,,16.0,0.0
v208,ssn,1,,NO,smallint,,16.0,0.0
v208,wells,2,,YES,smallint,,16.0,0.0
v208,jagueys,3,,YES,smallint,,16.0,0.0
v208,puestos,4,,YES,smallint,,16.0,0.0
v208,milpa,5,,YES,smallint,,16.0,0.0
v208,barley,6,,YES,smallint,,16.0,0.0
v208,beans,7,,YES,smallint,,16.0,0.0
v208,cutalfal,8,,YES,smallint,,16.0,0.0
v208,uncalfal,9,,YES,smallint,,16.0,0.0
v208,nopales,10,,YES,smallint,,16.0,0.0
v208,magueys,11,,YES,smallint,,16.0,0.0
v208,fallowld,12,,YES,smallint,,16.0,0.0
v208,uncultiv,13,,YES,smallint,,16.0,0.0
v209,ssn,1,,NO,smallint,,16.0,0.0
v209,cropwatr,2,,YES,smallint,,16.0,0.0
v209,plowing,3,,YES,smallint,,16.0,0.0
v209,cultpits,4,,YES,smallint,,16.0,0.0
v209,lootpits,5,,YES,smallint,,16.0,0.0
v209,archexcv,6,,YES,smallint,,16.0,0.0
v209,miscpits,7,,YES,smallint,,16.0,0.0
v209,qurrying,8,,YES,smallint,,16.0,0.0
v209,clrstone,9,,YES,smallint,,16.0,0.0
v209,ldlvling,10,,YES,smallint,,16.0,0.0
v209,terracng,11,,YES,smallint,,16.0,0.0
v209,ditching,12,,YES,smallint,,16.0,0.0
v209,roadorrr,13,,YES,smallint,,16.0,0.0
v210,ssn,1,,NO,smallint,,16.0,0.0
v210,rcntwall,2,,YES,smallint,,16.0,0.0
v210,stonerws,3,,YES,smallint,,16.0,0.0
v210,rcntbldg,4,,YES,smallint,,16.0,0.0
v210,dam,5,,YES,smallint,,16.0,0.0
v210,jaguey,6,,YES,smallint,,16.0,0.0
v210,erosion,7,,YES,smallint,,16.0,0.0
v210,silting,8,,YES,smallint,,16.0,0.0
v210,obscsite,9,,YES,smallint,,16.0,0.0
v210,slope,10,,YES,smallint,,16.0,0.0
v210,gswkshop,11,,YES,smallint,,16.0,0.0
v210,obwkshop,12,,YES,smallint,,16.0,0.0
v210,manos,13,,YES,smallint,,16.0,0.0
v211,ssn,1,,NO,smallint,,16.0,0.0
v211,metates,2,,YES,smallint,,16.0,0.0
v211,mortars,3,,YES,smallint,,16.0,0.0
v211,pestles,4,,YES,smallint,,16.0,0.0
v211,psmoothr,5,,YES,smallint,,16.0,0.0
v211,plumbbob,6,,YES,smallint,,16.0,0.0
v211,fixtwall,7,,YES,smallint,,16.0,0.0
v211,firegods,8,,YES,smallint,,16.0,0.0
v211,mscstnsc,9,,YES,smallint,,16.0,0.0
v211,hammers,10,,YES,smallint,,16.0,0.0
v211,slingstn,11,,YES,smallint,,16.0,0.0
v211,smthstn,12,,YES,smallint,,16.0,0.0
v211,whetstn,13,,YES,smallint,,16.0,0.0
v212,ssn,1,,NO,smallint,,16.0,0.0
v212,palettes,2,,YES,smallint,,16.0,0.0
v212,celts,3,,YES,smallint,,16.0,0.0
v212,rwkdlaja,4,,YES,smallint,,16.0,0.0
v212,anvils,5,,YES,smallint,,16.0,0.0
v212,drains,6,,YES,smallint,,16.0,0.0
v212,draincvr,7,,YES,smallint,,16.0,0.0
v212,othergs,8,,YES,smallint,,16.0,0.0
v212,obsikniv,9,,YES,smallint,,16.0,0.0
v212,obsiecce,10,,YES,smallint,,16.0,0.0
v212,obsimgsc,11,,YES,smallint,,16.0,0.0
v212,bslttool,12,,YES,smallint,,16.0,0.0
v212,chrtfrag,13,,YES,smallint,,16.0,0.0
v213,ssn,1,,NO,smallint,,16.0,0.0
v213,quartz,2,,YES,smallint,,16.0,0.0
v213,slatetot,3,,YES,smallint,,16.0,0.0
v213,slatepnt,4,,YES,smallint,,16.0,0.0
v213,alabastr,5,,YES,smallint,,16.0,0.0
v213,serpentn,6,,YES,smallint,,16.0,0.0
v213,jade,7,,YES,smallint,,16.0,0.0
v213,wrkdbone,8,,YES,smallint,,16.0,0.0
v213,shelltot,9,,YES,smallint,,16.0,0.0
v213,shellwkd,10,,YES,smallint,,16.0,0.0
v213,figheads,11,,YES,smallint,,16.0,0.0
v213,ppatfigs,12,,YES,smallint,,16.0,0.0
v213,patlfigs,13,,YES,smallint,,16.0,0.0
v214,ssn,1,,NO,smallint,,16.0,0.0
v214,tzacfigs,2,,YES,smallint,,16.0,0.0
v214,miccfigs,3,,YES,smallint,,16.0,0.0
v214,tlamfigs,4,,YES,smallint,,16.0,0.0
v214,xolafigs,5,,YES,smallint,,16.0,0.0
v214,metefigs,6,,YES,smallint,,16.0,0.0
v214,toltfigs,7,,YES,smallint,,16.0,0.0
v214,aztefigs,8,,YES,smallint,,16.0,0.0
v214,puppfigs,9,,YES,smallint,,16.0,0.0
v214,spinwhrl,10,,YES,smallint,,16.0,0.0
v214,sealstmp,11,,YES,smallint,,16.0,0.0
v214,earspool,12,,YES,smallint,,16.0,0.0
v214,whistles,13,,YES,smallint,,16.0,0.0
v215,ssn,1,,NO,smallint,,16.0,0.0
v215,flutes,2,,YES,smallint,,16.0,0.0
v215,ceranwk1,3,,YES,smallint,,16.0,0.0
v215,ceranwk2,4,,YES,smallint,,16.0,0.0
v215,ceranwk3,5,,YES,smallint,,16.0,0.0
v215,ceranyr,6,,YES,smallint,,16.0,0.0
v215,ceranqt,7,,YES,smallint,,16.0,0.0
v215,fldcwksh,8,,YES,smallint,,16.0,0.0
v215,fldcabun,9,,YES,smallint,,16.0,0.0
v215,coatcand,10,,YES,smallint,,16.0,0.0
v215,atoycand,11,,YES,smallint,,16.0,0.0
v215,exolcand,12,,YES,smallint,,16.0,0.0
v215,lxolcand,13,,YES,smallint,,16.0,0.0
v216,ssn,1,,NO,smallint,,16.0,0.0
v216,othpclas,2,,YES,smallint,,16.0,0.0
v216,ppatcnsr,3,,YES,smallint,,16.0,0.0
v216,patlcnsr,4,,YES,smallint,,16.0,0.0
v216,tzaccnsr,5,,YES,smallint,,16.0,0.0
v216,oxtocnsr,6,,YES,smallint,,16.0,0.0
v216,xomecnsr,7,,YES,smallint,,16.0,0.0
v216,mazacnsr,8,,YES,smallint,,16.0,0.0
v216,aztecnsr,9,,YES,smallint,,16.0,0.0
v216,tlamsmo,10,,YES,smallint,,16.0,0.0
v216,patlcoml,11,,YES,smallint,,16.0,0.0
v216,tzaccoml,12,,YES,smallint,,16.0,0.0
v216,micccoml,13,,YES,smallint,,16.0,0.0
v217,ssn,1,,NO,smallint,,16.0,0.0
v217,tlamcoml,2,,YES,smallint,,16.0,0.0
v217,oxtocoml,3,,YES,smallint,,16.0,0.0
v217,patlnubb,4,,YES,smallint,,16.0,0.0
v217,apetnubb,5,,YES,smallint,,16.0,0.0
v217,instnubb,6,,YES,smallint,,16.0,0.0
v217,flshnubb,7,,YES,smallint,,16.0,0.0
v217,atoynubb,8,,YES,smallint,,16.0,0.0
v217,xolanubb,9,,YES,smallint,,16.0,0.0
v217,metenubb,10,,YES,smallint,,16.0,0.0
v217,stmpshrd,11,,YES,smallint,,16.0,0.0
v217,plrfshrd,12,,YES,smallint,,16.0,0.0
v217,stccshrd,13,,YES,smallint,,16.0,0.0
v218,ssn,1,,NO,smallint,,16.0,0.0
v218,incishrd,2,,YES,smallint,,16.0,0.0
v218,frnshtot,3,,YES,smallint,,16.0,0.0
v218,lowmaya,4,,YES,smallint,,16.0,0.0
v218,highmaya,5,,YES,smallint,,16.0,0.0
v218,huastec,6,,YES,smallint,,16.0,0.0
v218,tajin,7,,YES,smallint,,16.0,0.0
v218,gulfcst,8,,YES,smallint,,16.0,0.0
v218,montealb,9,,YES,smallint,,16.0,0.0
v218,oaxaca,10,,YES,smallint,,16.0,0.0
v218,othfrn,11,,YES,smallint,,16.0,0.0
v218,adornos,12,,YES,smallint,,16.0,0.0
v218,miniatur,13,,YES,smallint,,16.0,0.0
v219,ssn,1,,NO,smallint,,16.0,0.0
v219,copas,2,,YES,smallint,,16.0,0.0
v219,mattware,3,,YES,smallint,,16.0,0.0
v219,grantots,4,,YES,smallint,,16.0,0.0
v219,pmicgran,5,,YES,smallint,,16.0,0.0
v219,miccgran,6,,YES,smallint,,16.0,0.0
v219,tlamgran,7,,YES,smallint,,16.0,0.0
v219,xolagran,8,,YES,smallint,,16.0,0.0
v219,metegran,9,,YES,smallint,,16.0,0.0
v219,ceradisk,10,,YES,smallint,,16.0,0.0
v219,sobsiwk1,11,,YES,smallint,,16.0,0.0
v219,sobsiwk2,12,,YES,smallint,,16.0,0.0
v219,kcerawks,13,,YES,smallint,,16.0,0.0
v220,ssn,1,,NO,smallint,,16.0,0.0
v220,bfigconc,2,,YES,smallint,,16.0,0.0
v220,insubstr,3,,YES,smallint,,16.0,0.0
v220,qualbnd,4,,YES,smallint,,16.0,0.0
v301,ssn,1,,NO,smallint,,16.0,0.0
v301,site,2,,YES,text,,,
v301,obsiblds,3,,YES,smallint,,16.0,0.0
v301,obsiscrp,4,,YES,smallint,,16.0,0.0
v301,obsipnts,5,,YES,smallint,,16.0,0.0
v301,obsicors,6,,YES,smallint,,16.0,0.0
v301,obsiuflk,7,,YES,smallint,,16.0,0.0
v301,obsinods,8,,YES,smallint,,16.0,0.0
v301,bslttots,9,,YES,smallint,,16.0,0.0
v301,figutots,10,,YES,smallint,,16.0,0.0
v301,candtots,11,,YES,smallint,,16.0,0.0
v301,metecand,12,,YES,smallint,,16.0,0.0
v301,commcand,13,,YES,smallint,,16.0,0.0
v301,UNIT,14,,YES,text,,,
v302,ssn,1,,NO,smallint,,16.0,0.0
v302,brn3prng,2,,YES,smallint,,16.0,0.0
v302,handcovr,3,,YES,smallint,,16.0,0.0
v302,cuanalan,4,,YES,smallint,,16.0,0.0
v302,tezoyuca,5,,YES,smallint,,16.0,0.0
v302,patlachi,6,,YES,smallint,,16.0,0.0
v302,tzacuall,7,,YES,smallint,,16.0,0.0
v302,miccaotl,8,,YES,smallint,,16.0,0.0
v302,tlamimil,9,,YES,smallint,,16.0,0.0
v302,xolalpan,10,,YES,smallint,,16.0,0.0
v302,metepec,11,,YES,smallint,,16.0,0.0
v302,oxtotipa,12,,YES,smallint,,16.0,0.0
v302,xometla,13,,YES,smallint,,16.0,0.0
v303,ssn,1,,NO,smallint,,16.0,0.0
v303,mazapan,2,,YES,smallint,,16.0,0.0
v303,aztec,3,,YES,smallint,,16.0,0.0
v303,cnsrtots,4,,YES,smallint,,16.0,0.0
v303,micccnsr,5,,YES,smallint,,16.0,0.0
v303,tlamcnsr,6,,YES,smallint,,16.0,0.0
v303,xolacnsr,7,,YES,smallint,,16.0,0.0
v303,metecnsr,8,,YES,smallint,,16.0,0.0
v303,thnotots,9,,YES,smallint,,16.0,0.0
v303,regthno,10,,YES,smallint,,16.0,0.0
v303,crsthno,11,,YES,smallint,,16.0,0.0
v303,smotots,12,,YES,smallint,,16.0,0.0
v303,xolasmo,13,,YES,smallint,,16.0,0.0
v304,ssn,1,,NO,smallint,,16.0,0.0
v304,metesmo,2,,YES,smallint,,16.0,0.0
v304,ollatot,3,,YES,smallint,,16.0,0.0
v304,patlolla,4,,YES,smallint,,16.0,0.0
v304,wdgrolla,5,,YES,smallint,,16.0,0.0
v304,miccolla,6,,YES,smallint,,16.0,0.0
v304,tlamolla,7,,YES,smallint,,16.0,0.0
v304,xolaolla,8,,YES,smallint,,16.0,0.0
v304,meteolla,9,,YES,smallint,,16.0,0.0
v304,comltots,10,,YES,smallint,,16.0,0.0
v304,xolacoml,11,,YES,smallint,,16.0,0.0
v304,metecoml,12,,YES,smallint,,16.0,0.0
v304,poxtcoml,13,,YES,smallint,,16.0,0.0
v305,ssn,1,,NO,smallint,,16.0,0.0
v305,nubbtots,2,,YES,smallint,,16.0,0.0
v401,ssn,1,,NO,smallint,,16.0,0.0
v401,subsite,2,,YES,text,,,
v401,unit,3,,YES,text,,,
v401,northing,4,,YES,smallint,,16.0,0.0
v401,easting,5,,YES,smallint,,16.0,0.0
v401,cxunit,6,,YES,text,,,
v401,mcxunit,7,,YES,text,,,
v401,obsitots,8,,YES,smallint,,16.0,0.0
v401,obsiwste,9,,YES,smallint,,16.0,0.0
v401,areasite,10,,YES,smallint,,16.0,0.0
v401,shrdstot,11,,YES,smallint,,16.0,0.0
v401,areastrc,12,,YES,smallint,,16.0,0.0
v401,SITENUM,13,,YES,text,,,
