fq_table_name,tablename,column_name,null_percent,distinct_values_estimate,null_count_estimate
tmp_df8.v301,v301,obsipnts,0.0,60.0,0
tmp_df8.v301,v301,obsicors,0.0,53.0,0
tmp_df8.v301,v301,obsiuflk,0.0,43.0,0
tmp_df8.v301,v301,obsinods,0.0,57.0,0
tmp_df8.v301,v301,bslttots,0.0,43.0,0
tmp_df8.v301,v301,figutots,0.0,113.0,0
tmp_df8.v301,v301,candtots,0.0,78.0,0
tmp_df8.v301,v301,metecand,0.0,25.0,0
tmp_df8.v301,v301,commcand,0.0,58.0,0
tmp_df8.v301,v301,UNIT,0.0,142.0,0
tmp_df8.v302,v302,ssn,0.0,-1.0,0
tmp_df8.v302,v302,brn3prng,0.0,35.0,0
tmp_df8.v302,v302,handcovr,0.0,46.0,0
tmp_df8.v302,v302,cuanalan,0.0,48.0,0
tmp_df8.v302,v302,tezoyuca,0.0,9.0,0
tmp_df8.v302,v302,patlachi,0.0,121.0,0
tmp_df8.v302,v302,tzacuall,0.0,193.0,0
tmp_df8.v302,v302,miccaotl,0.0,150.0,0
tmp_df8.v302,v302,tlamimil,0.0,233.0,0
tmp_df8.v304,v304,metecoml,0.0,12.0,0
tmp_df8.v304,v304,poxtcoml,0.0,6.0,0
tmp_df8.v302,v302,xolalpan,0.0,221.0,0
tmp_df8.v302,v302,metepec,0.0,101.0,0
tmp_df8.v302,v302,oxtotipa,0.0,47.0,0
tmp_df8.v302,v302,xometla,0.0,137.0,0
tmp_df8.v303,v303,ssn,0.0,-1.0,0
tmp_df8.v303,v303,mazapan,0.0,119.0,0
tmp_df8.v303,v303,aztec,0.0,186.0,0
tmp_df8.v303,v303,cnsrtots,0.0,75.0,0
tmp_df8.v303,v303,micccnsr,0.0,21.0,0
tmp_df8.v303,v303,tlamcnsr,0.0,34.0,0
tmp_df8.v303,v303,xolacnsr,0.0,49.0,0
tmp_df8.v303,v303,metecnsr,0.0,18.0,0
tmp_df8.v303,v303,thnotots,0.0,181.0,0
tmp_df8.v303,v303,regthno,0.0,162.0,0
tmp_df8.v303,v303,crsthno,0.0,41.0,0
tmp_df8.v303,v303,smotots,0.0,158.0,0
tmp_df8.v303,v303,xolasmo,0.0,147.0,0
tmp_df8.v304,v304,ssn,0.0,-1.0,0
tmp_df8.v304,v304,metesmo,0.0,18.0,0
tmp_df8.v304,v304,ollatot,0.0,149.0,0
tmp_df8.v304,v304,patlolla,0.0,14.0,0
tmp_df8.v304,v304,wdgrolla,0.0,50.0,0
tmp_df8.v304,v304,miccolla,0.0,47.0,0
tmp_df8.v304,v304,tlamolla,0.0,86.0,0
tmp_df8.v304,v304,xolaolla,0.0,74.0,0
tmp_df8.v304,v304,meteolla,0.0,24.0,0
tmp_df8.v304,v304,comltots,0.0,38.0,0
tmp_df8.v304,v304,xolacoml,0.0,30.0,0
tmp_df8.v305,v305,ssn,0.0,-1.0,0
tmp_df8.v305,v305,nubbtots,0.0,48.0,0
tmp_df8.v401,v401,ssn,0.0,-1.0,0
tmp_df8.v401,v401,subsite,0.0,195.0,0
tmp_df8.v401,v401,unit,0.0,142.0,0
tmp_df8.v401,v401,northing,0.0,-0.1239604,0
tmp_df8.v401,v401,easting,0.0,-0.14316832,0
tmp_df8.v401,v401,cxunit,0.0,32.0,0
tmp_df8.v401,v401,mcxunit,0.0,9.0,0
tmp_df8.v401,v401,obsitots,0.0,386.0,0
tmp_df8.v401,v401,obsiwste,0.0,231.0,0
tmp_df8.v401,v401,areasite,0.0,-0.20316832,0
tmp_df8.v401,v401,shrdstot,0.0,-0.1340594,0
tmp_df8.v401,v401,areastrc,0.0,-0.26653466,0
tmp_df8.v401,v401,SITENUM,0.0,197.0,0
